review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Overall great value for money,Hotel Koffieboontje,7.5,Egypt,8.0,"The kitchen light in our room would occasionally turn off and on again after a while. The mattress and pillows can be better,

The location of the hotel is superb; it's just behind the belfry tower, and every attraction is within walking distance. The room is more spacious than I expected, and it includes a small kitchen, microwave, and fridge which is very convenient. The staff are friendly, and the hotel is very flexible with check-in and check-out hours. Overall, great value for money",['Leisure trip~Family with young children~Triple Room~Stayed 2 nights~Submitted via mobile']
Superb,Nieuwpoortnachten res. Westdiep Dominique,9.5,Belgium,9.0,"Super douche, comfortabel, alles tip top in orde",['Leisure trip~People with friends~Apartment~Stayed 3 nights~Submitted via mobile']
Exceptional,Guesthouse Mirabel,9.4,Australia,10.0,Great location. Room spacious and clean. Good breakfast,['Leisure trip~Couple~Suite with Garden View~Stayed 2 nights~Submitted via mobile']
Exceptional,Motel One Brussels,8.9,Netherlands,10.0,"The cleanliness of the room, the interiors of the hotel and the yummy breakfast.",['Leisure trip~Group~Queen Room~Stayed 2 nights~Submitted via mobile']
Very good,Grand Hotel de Flandre,8.0,Latvia,8.0,"There were hair on the bed so we don't know if room was actually cleaned. ,

Double windows are very good for cancelling noise from the street.",['Leisure trip~Couple~Standard Queen Room~Stayed 1 night~Submitted via mobile']
Fabulous,Victoria Hotel & Business centre Minsk,8.2,Ukraine,8.8,"Slow check in at reception.,

Nice location. Close to “Corona” trade center.
Great city view at night.
Very good breakfast.",['Business trip~Solo traveller~Standard Single Room~Stayed 1 night~Submitted via mobile']
Comfortable hotel with limited facilities at weekend,NH Brussels EU Berlaymont,8.5,United Kingdom,7.1,"No bar at weekend. TV difficult to operate. Hard to find any English on there. Some basic instructions in info pack would be useful,

Free mini bar (soft drinks). Very comfortable room. Excellent location",['Leisure trip~Couple~Standard Double or Twin Room New Style~Stayed 3 nights~Submitted via mobile']
Superb,Aris Grand Place Hotel,8.3,Bulgaria,9.0,There are no comments available for this review,['Leisure trip~Solo traveller~Superior Queen Room~Stayed 3 nights']
Exceptional,Snuffel Hostel,8.8,Argentina,10.0,There are no comments available for this review,['Leisure trip~Solo traveller~Bed in 4 Bed Female Dorm~Stayed 2 nights~Submitted via mobile']
Good,Hotel du Commerce,8.2,Belgium,7.5,There are no comments available for this review,['Leisure trip~Couple~Budget Double Room~Stayed 2 nights~Submitted via mobile']
Good,Hotel Au Prince Royal,8.1,Belgium,7.0,There are no comments available for this review,['Leisure trip~People with friends~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
Exceptional,Jam Hotel,8.0,Germany,9.6,We did not eat it was expensive,['Leisure trip~Family with young children~Quadruple Room~Stayed 1 night~Submitted via mobile']
Exceptional,Rooms & Apartments Housingbrussels,9.0,Belgium,9.6,There are no comments available for this review,['Business trip~Group~Deluxe Apartment (6 Adults)~Stayed 5 nights']
Exceptional,Hygge Hotel,8.6,United States,10.0,Very reasonable priced Hotel with great hospitality.,['Leisure trip~Couple~Cozy Twin Room~Stayed 1 night~Submitted via mobile']
Poor,Hotel Class'eco Liège,6.3,Belgium,3.8,"dirt, brothel, noise.,

NOTHING",['Business trip~Couple~Double Room with Bunk Bed and Shared Bathroom~Stayed 1 night~Submitted via mobile']
Average,Van der Valk Hotel Brussels Airport,8.1,Portugal,6.3,"I didn’t like the pillow (too soft) and it was not available any alternative. The bathroom was not so clean m, the toilet was not so white..",['Business trip~Solo traveller~Superior King or Twin Room~Stayed 1 night~Submitted via mobile']
Passable,ibis Liège Centre Opéra,7.7,Belgium,5.0,There are no comments available for this review,['Leisure trip~Group~Standard Double Room~Stayed 1 night~Submitted via mobile']
Fabulous,"""Ter Ename n°2""",9.3,Denmark,8.8,There are no comments available for this review,['Leisure trip~Group~Holiday Home~Stayed 5 nights~Submitted via mobile']
Cozy hotel in a perfect location,Hotel Boterhuis,8.8,Belgium,10.0,"Very polite and pleasant staff. Perfect location, surrounded by good restautants and coffee shops. Recommended! Rooms look better in reality than in the pictures. Also a paid parking is just nearby, very convenient.",['Leisure trip~Couple~Double Room~Stayed 2 nights~Submitted via mobile']
an OK experience,Hotel Le Châtelain,8.9,Slovenia,9.6,"no shoehorn in the room,

Great location for my business, reasonable price",['Business trip~Group~Superior Double or Twin Room~Stayed 1 night']
Enjoyed it immensely.,Hotel des Comtes Durbuy,8.8,United Kingdom,10.0,"Nothing.,

Everything - location, friendliness of the people and the accommodation.We may even consider it again for a future holiday.",['Leisure trip~Group~Standard Double Room~Stayed 5 nights~Submitted via mobile']
"""Funky"" hotel and de luxe price.",pentahotel Leuven,8.4,Bosnia and Herzegovina,3.3,"Incredibly high price for such facility and level of service. Their attempt to look ""funky"" is basically nothing else than excuse for low quality food, bad maintenance and poor service. And of course, expensive to the level of insultement. I really fill cheated. ,

Nothing.",['Business trip~Solo traveller~penta Junior Suite~Stayed 4 nights~Submitted via mobile']
Superb,Marivaux Hotel,8.5,Hungary,9.2,There are no comments available for this review,['Leisure trip~Solo traveller~Standard Single Room~Stayed 1 night~Submitted via mobile']
Overall the hotel was very pleasant and in easy walking distance to all amenities,Hotel Malleberg,9.0,United Kingdom,8.3,"The bed was supposed to be a double bed but it was two twins joined together without a topper mattress so there was a gap through the middle of the bed...,

Fantastic location and good size roomQuiet in the evening",['Leisure trip~Couple~Double or Twin Room~Stayed 3 nights~Submitted via mobile']
Enjoyed the stay,Aloft Brussels Schuman,8.8,Kenya,9.6,"When checking out the staff could have been more friendlier,

Very modern hotel, beds are very comfortable, room is spacious",['Business trip~Group~Standard King Room~Stayed 3 nights~Submitted via mobile']
Very good,Martin's Relais,8.6,Netherlands,8.0,"Internet: The Internet connection of the hotel is extremely slow. Free Internet only has 15Mbps download speed and another option is paid Internet at 30Mbps for €9.99... very terrible. It's 2020 now and I am using 1Gbps Internet at home already, 15Mbps can do almost nothing. Bed: I am reserving for a king size bed but I got a ""King size bed"" combined by two single beds. One thing even worth, the bed mattress moved by itself, so there is a relatively large space between the two bed mattress.,

Decoration: The decoration of the room is very adorable. We like it.Location: 5 Mins walking from the center area of Bruges, a lot of restaurants near by.Breakfast: different choices, especially the fried eggView: Canal and garden viewGarden: This hotel has a very adorable garden.",['Leisure trip~Couple~Comfort Double Room~Stayed 2 nights']
Lovely apartment in a great area.,Ilot Sacre Apartments,8.6,United Kingdom,10.0,"No lock on the toilet.,

Beautiful clean flat in the centre of Brussels. Very well equipped and nice new furniture. One of the best properties I've stayed in.",['Leisure trip~Family with young children~One-Bedroom Apartment~Stayed 2 nights~Submitted via mobile']
Exceptional,B&B Koetshuis,9.4,United Kingdom,10.0,"Perfect! Own outside space, lovely owners, good communication, parking available, kitchenette, open fire, comfy beds, both rooms em suite, all perfect!",['Leisure trip~Group~House ( 2-4 Adults)~Stayed 2 nights~Submitted via mobile']
Exceptional,Guesthouse Bxlroom,9.0,Turkey,10.0,There are no comments available for this review,['Leisure trip~Couple~Loft with Terrace and Garden View~Stayed 2 nights']
For a city visit Ambrosia Hotel is only a short walk to the centre but far enough for a quiet night.,Hotel Ambrosia,9.1,Belgium,9.0,"Breakfast was good and included in the price.  The silly thing is I assumed the eggs would be scrambled and they came out fried.  Delicious but I should have clarified what eggs I would like.,

The hotel team are great, answering every question and nice and polite at all times.  The rooms were spacious with netting to keep out the flies and good curtains to keep out the light.  Love the honest box for the coffee in reception, happily pay for good coffee,",['Leisure trip~Family with young children~Double Room~Stayed 1 night']
Exceptional,Le Pré-Chet,9.7,Netherlands,10.0,Very nice and clean studio with a beautiful view over the river. The hostess is very friendly and hospitable.,['Leisure trip~Couple~Studio Apartment~Stayed 4 nights~Submitted via mobile']
Fabulous,B&B Les Dépendances,8.5,United Kingdom,8.8,There are no comments available for this review,['Leisure trip~People with friends~Double Room with Shared Bathroom~Stayed 1 night~Submitted via mobile']
Exceptional,Apartment Chez Esmara et Philippe,8.8,Serbia,10.0,"Location, stuff",['Business trip~Couple~Superior Suite~Stayed 1 night~Submitted via mobile']
Exceptional,Steigenberger Wiltcher's,8.7,France,10.0,Extremely comfortable hotel,['Business trip~Solo traveller~Superior Room~Stayed 2 nights']
Good,Snuffel Hostel,8.8,Colombia,7.1,"The bathroom smell,

The location",['Leisure trip~Couple~Twin Private Room Ensuite~Stayed 1 night~Submitted via mobile']
Ok,nhow Brussels Bloom,8.3,United Kingdom,7.0,"Window Lights poorly placed to glare you  staff difficult and unfriendly,

Fun rooms and comfy. .",['Leisure trip~Couple~Standard Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Very good,Guesthouse Mirabel,9.4,United Kingdom,8.3,Stairs were a bit dangerous,['Leisure trip~People with friends~Suite with Garden View~Stayed 2 nights~Submitted via mobile']
"Very nice hotel, friendly staff...",PREMIER SUITES PLUS Antwerp,8.4,United Kingdom,10.0,Very good location,['Leisure trip~Family with young children~Deluxe Double Room~Stayed 1 night~Submitted via mobile']
Good,Hotel Made In Louise,9.2,Italy,7.0,There are no comments available for this review,['Leisure trip~Couple~Standard Double Room~Stayed 2 nights~Submitted via mobile']
Superb,B&B 't Huys van Enaeme,9.3,Belgium,9.2,There are no comments available for this review,['Business trip~Solo traveller~Double or Twin Room~Stayed 1 night']
Superb,Hotel Adoma,7.7,Netherlands,9.2,There are no comments available for this review,['Leisure trip~Group~Triple Room~Stayed 1 night']
Disappointing,Antwerp Harbour Hotel,7.6,Netherlands,4.0,There are no comments available for this review,['Leisure trip~Group~Twin Room with Balcony~Stayed 1 night']
Good stay,B&B Pronkenburg,8.6,Italy,8.3,"Our bedroom in the loft was beautiful but not very comfortable. The bathroom had no shower.,

The house is gorgeous and the homemade breakfast is good/different. The man of the house is very friendly and fun to talk to.",['Leisure trip~Couple~Double Room~Stayed 2 nights~Submitted via mobile']
Exceptional,Staark1,9.9,Ireland,10.0,There are no comments available for this review,['Leisure trip~Couple~Deluxe Apartment~Stayed 4 nights~Submitted via mobile']
"Great owner, flat and location.",B&B Place Jourdan,9.1,Spain,10.0,"The only small thing is that is a 3rd floor with no lift, something common in these buildings.,

Super helpful owner, very clean, comfy bed and great location.",['Business trip~Solo traveller~Duplex Apartment (4 Adults)~Stayed 2 nights~Submitted via mobile']
"Best Location , Clean and Big Room","Radisson Blu Hotel, Bruges",8.5,Turkey,10.0,Room and Location,['Leisure trip~Couple~Standard Room~Stayed 1 night']
4 days stay,Hotel Bütgenbacher Hof,9.1,Belgium,10.0,Very clean property with very good food and very friendly staff.,['Leisure trip~Family with young children~Double Room~Stayed 3 nights~Submitted via mobile']
